,id,text,class,subclass
525,F1_REQ_00495,The Operational radio should be capable of withstanding exposure to snow and sand storms.,NFR,Portability
526,F1_REQ_00496,The Operational radio should be capable of withstanding exposure to accretion of ice.,NFR,Portability
527,F1_REQ_00497,"The Operational radio should be capable of withstanding exposure to corrosive atmospheres (including sulphur dioxide, hydrogen sulphide, nitrogen oxides, ozone, organic hydrocarbons).",NFR,Portability
528,F1_REQ_00498,The Operational radio shall be of a rugged design suitable for use in the railway environment by operational railway personnel.,FR,Functional
529,F1_REQ_00499,The Operational radio should have a carry feature that allows the operator to instantly have both hands free without dropping the radio.,FR,Functional
530,F1_REQ_00500,It should be possible to release the carry feature instantly in the event that the radio is caught on a projecting part of a moving vehicle.,NFR,Functional
531,F1_REQ_00501,Controls shall be designed such that they are suitable for use by people wearing gloves (Operational radio).,FR,Functional
532,F1_REQ_00502,"Controls shall be designed for use in a wide range of conditions, e.g. splash proof and suitable for viewing in direct sunlight and in darkness (Operational radio).",FR,Functional
533,F1_REQ_00503,It should be possible for an Operational radio user to change the battery without the use of tools.,NFR,Portability
534,F1_REQ_00504,The weight of the Operational radio including battery should not exceed 800g.,NFR,Portability
535,F1_REQ_00505,It shall be possible to change the battery without losing data stored in the Operational radio.,FR,Functional
536,F1_REQ_00506,"Operational radios shall be equipped with rechargeable batteries capable of providing a minimum of eight hours operation from a single charge based on 20% point-to-point calls, 60% group calls, and 20% standby.",FR,Functional
537,F1_REQ_00507,The Operational radio should be suitable for use with a car adapter kit.,NFR,Usability
538,F1_REQ_00508,The Operational radio MMI shall comprise a display.,FR,Functional
539,F1_REQ_00509,The Operational radio MMI shall comprise a control panel.,FR,Functional
540,F1_REQ_00510,The Operational radio MMI shall comprise a loudspeaker.,FR,Functional
541,F1_REQ_00511,The Operational radio MMI shall comprise a microphone.,FR,Functional
542,F1_REQ_00512,The Operational radio MMI shall be suitable for use by day and night.,FR,Functional
543,F1_REQ_00513,"The display shall be capable of displaying at least 6 lines, each of 20 characters (Operational radio).",FR,Functional
544,F1_REQ_00514,Four buttons should be provided for designated stored numbers (Operational radio).,FR,Functional
545,F1_REQ_00515,The emergency button shall be designed to avoid accidental use (Operational radio).,FR,Functional
546,F1_REQ_00516,"If shunting mode is implemented, the link assurance button shall be designed to avoid accidental use (Operational radio).",FR,Functional
547,F1_REQ_00517,A dedicated Push-To-Talk button shall be provided (Operational radio).,FR,Functional
548,F1_REQ_00518,A visual and audible alarm shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time (Operational radio).,FR,Functional
549,F1_REQ_00519,A visual indication shall be provided to the user if the network service is no longer available (Operational radio).,FR,Functional
550,F1_REQ_00520,An audible indication should be provided to the user if the network service is no longer available (Operational radio).,FR,Functional
551,F1_REQ_00521,The primary controller's MMI should queue all incoming calls or call requests.,NFR,Functional
552,F1_REQ_00522,"The primary controller's MMI should display the queue to the controller, showing the functional identity and priority of callers.",NFR,Functional
553,F1_REQ_00523,High priority calls should be identified and presented at the top of the queue on the primary controller's MMI.,NFR,Functional
554,F1_REQ_00524,The primary controller's MMI should allow the controller to select any of the incoming calls currently queued by the system.,FR,Functional
555,F1_REQ_00525,"The primary controller's MMI should allow the controller to establish a call of Railway emergency, public emergency or railway operation priority to any mobile by selection from the display.",FR,Functional
556,F1_REQ_00526,"The primary controller's MMI should allow the controller to establish, close, enter and leave group calls (at Railway emergency, public emergency or railway operation priority).",FR,Functional
557,F1_REQ_00527,The primary controller's MMI should allow sending and receiving of text messages.,FR,Functional
558,F1_REQ_00528,"For post incident analysis, the controller equipment should provide the possibility to record all operational speech and data calls.",FR,Functional
559,F1_REQ_00529,It should be possible for calls to be answered automatically according to incoming call priority as defined in section 10.2.,NFR,Functional
560,F1_REQ_00530,The EIRENE system shall enable users to originate and receive calls by functional number.,FR,Functional
561,F1_REQ_00531,Each mobile shall be identified by a unique telephone number.,FR,Functional
562,F1_REQ_00532,Every on-train function shall be identified by a unique standard number.,FR,Functional
563,F1_REQ_00533,Every on-engine/coach function shall be identified by a unique standard number.,FR,Functional
564,F1_REQ_00534,Every shunting team number shall be based on an association of a service area identifier and a shunting team identifier.,FR,Functional
565,F1_REQ_00535,Every maintenance team number shall be based on an association of a service area identifier.,FR,Functional
566,F1_REQ_00536,Every maintenance team number shall be based on an association of a type of maintenance team (speciality code).,FR,Functional
567,F1_REQ_00537,Every maintenance team number shall be based on an association of a maintenance team identifier.,FR,Functional
568,F1_REQ_00538,Every controller number shall be based on an association of a controller location.,FR,Functional
569,F1_REQ_00539,Every controller number shall be based on an association of a controller identifier.,FR,Functional
570,F1_REQ_00540,The numbering for other teams shall be treated in the same way as maintenance teams in 9.2.4.2.,FR,Functional
571,F1_REQ_00541,Group call service areas shall be freely configurable within the operational responsibility of each railway network.,FR,Functional
572,F1_REQ_00542,"Telephone numbers can be defined on a national basis, but codes for certain functions shall be used on an international basis in order to allow interoperability.",FR,Functional
573,F1_REQ_00543,Standardised telephone numbers shall be implemented for routing calls to the most appropriate ERTMS/ETCS RBC.,FR,Functional
574,F1_REQ_00544,Standardised telephone numbers shall be implemented for Railway emergency calls.,FR,Functional
575,F1_REQ_00545,Standardised telephone numbers shall be implemented for routing calls to the primary controller.,FR,Functional
576,F1_REQ_00546,Standardised telephone numbers shall be implemented for routing calls to the secondary controller.,FR,Functional
577,F1_REQ_00547,Standardised telephone numbers shall be implemented for routing calls to the power supply controller.,FR,Functional
578,F1_REQ_00548,Standardised telephone numbers shall be implemented for Public emergency calls.,FR,Functional
579,F1_REQ_00549,"In network boundary areas, the pre-defined local area shall be allocated on a bilateral basis.",FR,Functional
580,F1_REQ_00550,Authorised users within the EIRENE network shall be able to receive calls from calling parties outside the EIRENE network.,FR,Functional
581,F1_REQ_00551,"Five levels of priority shall be defined: Railway emergency, control-command (safety), public emergency and group calls between drivers in the same area, railway operation, railway information.",FR,Functional
582,F1_REQ_00552,"In order to provide interoperability, priorities shall be allocated consistently across all EIRENE networks, as shown in the following table.",FR,Functional
583,F1_REQ_00553,Railway emergency calls shall have automatic answering.,FR,Functional
584,F1_REQ_00554,Railway emergency calls shall pre-empt Control-command (safety) and below.,FR,Functional
585,F1_REQ_00555,Control-command (safety) calls shall have automatic answering.,FR,Functional
586,F1_REQ_00556,"Control-command (safety) calls shall pre-empt Public emergency, group calls between drivers in the same area and below.",FR,Functional
587,F1_REQ_00557,Public emergency and group calls between drivers in the same area shall have automatic answering.,FR,Functional
588,F1_REQ_00558,"Public emergency and group calls between drivers in the same area shall pre-empt Railway operation, Control-command information and below.",FR,Functional
589,F1_REQ_00559,Automatic answering for Railway operation (e.g. calls from or for drivers and controllers) and Control-command information calls shall be mandatory for Cab radio.,FR,Functional
590,F1_REQ_00560,Automatic answering for Railway operation (e.g. calls from or for drivers and controllers) and Control-command information calls should be optional for other user equipment.,NFR,Usability
591,F1_REQ_00561,Railway operation calls shall pre-empt Railway information and below.,FR,Functional
592,F1_REQ_00562,Railway information and all other calls shall not have automatic answering.,FR,Functional
593,F1_REQ_00563,The lowest priority ongoing call shall be pre-empted before that of a higher priority.,FR,Functional
594,F1_REQ_00564,Various types of call restriction may be employed by the railways as an additional security measure.,NFR,Security
595,F1_REQ_00565,Any implementation of such call restrictions shall not affect international interoperability.,FR,Functional
596,F1_REQ_00566,A mobile may be a member of a number of groups.,NFR,Functional
597,F1_REQ_00567,It shall be possible to ‘activate' or ‘deactivate' the mobile's subscription to these groups.,FR,Functional
598,F1_REQ_00568,Activating a group on the mobile shall allow a user to receive a call from that group.,FR,Functional
599,F1_REQ_00569,Deactivating a group on the mobile shall prevent a user receiving calls from that group.,FR,Functional
600,F1_REQ_00570,Cab radios will be members of the Railway emergency call standard group.,NFR,Functional
601,F1_REQ_00571,Cab radios will be members of the 'all train drivers' standard group.,NFR,Functional
602,F1_REQ_00572,Cab radios will be members of the shunting team standard group.,NFR,Functional
603,F1_REQ_00573,Cab radios should be members of the trackside worker standard group.,NFR,Functional
604,F1_REQ_00574,All mobiles with Railway emergency group call subscription(s) shall be prevented from deactivating the emergency group(s) whilst operational.,FR,Functional
605,F1_REQ_00575,"Authorised networks shall be listed (or automatically selected if automatic selection has been enabled) in the following order: home EIRENE network, 'foreign' EIRENE networks, public networks.",FR,Functional
606,F1_REQ_00576,"Where EIRENE facilities are not available within the currently selected network, the user shall be given a visible indication.",FR,Functional
607,F1_REQ_00577,The access matrix defines which subscribers are able to contact which other subscribers within the EIRENE network.,NFR,Security
608,F1_REQ_00578,The network shall allow a call from a Primary Controller to a Lead Driver.,FR,Functional
609,F1_REQ_00579,The network should allow a call from a Primary Controller to an Other Driver.,FR,Functional
610,F1_REQ_00580,The network should allow a call from a Primary Controller to a Chief Conductor.,FR,Functional
611,F1_REQ_00581,The network should allow a call from a Primary Controller to Public Address.,FR,Functional
612,F1_REQ_00582,The network shall allow a call from a Secondary Controller to a Lead Driver.,FR,Functional
613,F1_REQ_00583,The network should allow a call from a Secondary Controller to an Other Driver.,FR,Functional
614,F1_REQ_00584,The network should allow a call from a Secondary Controller to a Chief Conductor.,FR,Functional
615,F1_REQ_00585,The network should allow a call from a Secondary Controller to Public Address.,FR,Functional
616,F1_REQ_00586,The network shall allow a call from a Power Controller to a Lead Driver.,FR,Functional
617,F1_REQ_00587,The network should allow a call from a Power Controller to an Other Driver.,FR,Functional
618,F1_REQ_00588,The network should allow a call from a Power Controller to a Chief Conductor.,FR,Functional
619,F1_REQ_00589,The network should allow a call from a Power Controller to Public Address.,FR,Functional
620,F1_REQ_00590,The network shall allow a call from a Lead Driver to a Primary Controller.,FR,Functional
621,F1_REQ_00591,The network shall allow a call from a Lead Driver to a Secondary Controller.,FR,Functional
622,F1_REQ_00592,The network shall allow a call from a Lead Driver to a Power Controller.,FR,Functional
623,F1_REQ_00593,"The network shall allow a call from a Lead Driver to an Other Driver, at least for persons on the same train.",FR,Functional
624,F1_REQ_00594,"The network shall allow a call from a Lead Driver to a Chief Conductor, at least for persons on the same train.",FR,Functional
625,F1_REQ_00595,"The network shall allow a call from a Lead Driver to Public Address, at least for persons on the same train.",FR,Functional
626,F1_REQ_00596,The network shall allow a call from an Other Driver to a Primary Controller.,FR,Functional
627,F1_REQ_00597,The network shall allow a call from an Other Driver to a Secondary Controller.,FR,Functional
628,F1_REQ_00598,The network shall allow a call from an Other Driver to a Power Controller.,FR,Functional
629,F1_REQ_00599,"The network shall allow a call from an Other Driver to a Lead Driver, at least for persons on the same train.",FR,Functional
630,F1_REQ_00600,"The network shall allow a call from an Other Driver to a Chief Conductor, at least for persons on the same train.",FR,Functional
631,F1_REQ_00601,"The network shall allow a call from an Other Driver to Public Address, at least for persons on the same train.",FR,Functional
632,F1_REQ_00602,The network should allow a call from a Chief Conductor to a Primary Controller.,FR,Functional
633,F1_REQ_00603,The network should allow a call from a Chief Conductor to a Secondary Controller.,FR,Functional
634,F1_REQ_00604,The network should allow a call from a Chief Conductor to a Power Controller.,FR,Functional
635,F1_REQ_00605,"The network shall allow a call from a Chief Conductor to a Lead Driver, at least for persons on the same train.",FR,Functional
636,F1_REQ_00606,"The network shall allow a call from a Chief Conductor to an Other Driver, at least for persons on the same train.",FR,Functional
637,F1_REQ_00607,"The network shall allow a call from a Chief Conductor to Public Address, at least for persons on the same train.",FR,Functional
638,F1_REQ_00608,"If required, a railway may make additional restrictions to the access matrix.",NFR,Usability
639,F1_REQ_00609,An addressing scheme shall be provided which permits users to be identified by numbers corresponding to their functional roles rather than by numbers tied to the terminal equipment that they are using.,FR,Functional
640,F1_REQ_00610,It shall be possible to assign up to a minimum of 3 functional numbers to an EIRENE user at any one time.,FR,Functional
641,F1_REQ_00611,Only one EIRENE user shall be assigned to a given functional number at any one time.,FR,Functional
642,F1_REQ_00612,"A user shall be able to set up a functional number on one network, and cancel the number from another network.",FR,Functional
643,F1_REQ_00613,The functional number shall remain valid as a user roams from one network to another.,FR,Functional
644,F1_REQ_00614,The functional addressing scheme shall be independent of specific configurations of mobile and terminal equipment.,FR,Functional
645,F1_REQ_00615,It shall be possible to call EIRENE users by functional numbers from a wide range of terminals (EIRENE and non-EIRENE).,FR,Functional
646,F1_REQ_00616,The functional addressing scheme should permit calls to be routed from a controller to an international train within the control area without reference to any EIRENE system other than that providing service to the international train.,NFR,Functional
647,F1_REQ_00617,Functional numbers must be unique within the domain of operation.,FR,Functional
648,F1_REQ_00618,Each functional number must be unique across all networks (including implementation of EIRENE facilities on public networks).,FR,Functional
649,F1_REQ_00619,The functional number shall consist of numeric characters only.,FR,Functional
650,F1_REQ_00620,The functional identity of the called user shall be presented to the user initiating a call and the functional identity of the initiator shall be presented to the user receiving a call.,FR,Functional
651,F1_REQ_00621,"For broadcast and group voice communications, the functional identity provided shall be that of the broadcast or group identity.",FR,Functional
652,F1_REQ_00622,"If the user initiating the call has more than one functional identity, the user shall be able to select, prior to call establishment, which functional identity is presented to the receiving user.",FR,Functional
653,F1_REQ_00623,"In the case of Cab radio, when a train number is assigned as a functional identity, this shall take priority over other Cab radio functional identities, and shall be the functional identity for the Cab radio to be displayed to other users.",FR,Functional
654,F1_REQ_00624,The functional identity shall be presented to the user in a form which can be readily understood (e.g. 'driver of train abcd' rather than 'abcd01' or 'xyz shunting team 3' rather than 'xyz03′).,FR,Functional
655,F1_REQ_00625,The functional addressing scheme shall be supported by a straightforward procedure for registration of functional numbers.,FR,Functional
656,F1_REQ_00626,This procedure shall be carried out by the user on commencement of the functional role.,FR,Functional
657,F1_REQ_00627,The functional number registration facility shall be supported by all EIRENE user equipment.,FR,Functional
658,F1_REQ_00628,It should be possible for the system to prevent certain types of users from registering train numbers that they are not authorised to use.,NFR,Security
659,F1_REQ_00629,It should be possible for the system to prevent certain types of users from registering driver of train functional numbers that they are not authorised to use.,NFR,Security
660,F1_REQ_00630,It should be possible for the system to prevent certain types of users from registering shunting team leader functional numbers that they are not authorised to use.,NFR,Security
661,F1_REQ_00631,It shall be possible to register up to ten functional numbers to items of equipment physically connected to the Cab radio within 30 seconds.,FR,Functional
662,F1_REQ_00632,The registration procedure shall provide a means to prevent mis-allocation of functional numbers during registration.,FR,Functional
663,F1_REQ_00633,Duplicate functional numbers (e.g. two trains with the same train number) shall be prevented.,FR,Functional
664,F1_REQ_00634,The system shall provide a means to recover consistent data sets following a system failure during which functional addressing facilities are lost.,NFR,Reliability
665,F1_REQ_00635,"During the recovery period after a system failure, the system shall not permit the use of unverified functional numbers.",NFR,Reliability
666,F1_REQ_00636,The functional addressing scheme shall be supported by a straightforward procedure for deregistration of functional numbers.,FR,Functional
667,F1_REQ_00637,This procedure shall be carried out by the user at the end of the functional role.,FR,Functional
668,F1_REQ_00638,The functional number deregistration facility shall be supported by all EIRENE user equipment.,FR,Functional
669,F1_REQ_00639,It shall be possible to deregister up to ten functional numbers to items of equipment physically connected to the Cab radio within 30 seconds.,FR,Functional
670,F1_REQ_00640,A given set of users shall be allowed to deregister a functional number which is no longer valid but which has not been deregistered by the user.,FR,Functional
671,F1_REQ_00641,"A given set of users shall be allowed to deregister, by overriding, another user of the same type (e.g. a driver can deregister a train number that another driver has forgotten to deregister).",FR,Functional
672,F1_REQ_00642,"A given set of users shall be allowed to deregister, with one action, all functional numbers associated with the same mobile (e.g. the driver deregisters all functions at the end of the journey).",FR,Functional
673,F1_REQ_00643,An EIRENE mobile shall remove the displayed functional number and provide an indication to the user that deregistration has taken place.,FR,Functional
674,F1_REQ_00644,"To allow roaming between EIRENE networks, the system shall support a procedure for the re-registration of functional numbers after selection of a new network.",FR,Functional
675,F1_REQ_00645,This re-registration procedure shall be carried out without manual intervention.,FR,Functional
676,F1_REQ_00646,"After automatic re-registration is performed, the new registration details shall be displayed to the user.",FR,Functional
677,F1_REQ_00647,Location dependent addressing shall be provided to route calls for a given function to a destination number that is dependent upon the user's location.,FR,Functional
678,F1_REQ_00648,Calls shall be routed based upon the location of the mobile for the Primary controller function.,FR,Functional
679,F1_REQ_00649,Calls shall be routed based upon the location of the mobile for the Secondary controller function.,FR,Functional
680,F1_REQ_00650,Calls shall be routed based upon the location of the mobile for the Power supply controller function.,FR,Functional
681,F1_REQ_00651,"Calls shall be routed based upon the location of the mobile for the Train management centre (e.g. RBC, CTS) function.",FR,Functional
682,F1_REQ_00652,The correspondence between the locations and the destination of the call shall be easily re-configurable to support dynamic changes in controller area boundaries.,FR,Functional
683,F1_REQ_00653,"When operating with location dependent addressing, no manual action shall be required to update the system when a mobile moves between locations.",FR,Functional
684,F1_REQ_00654,The location dependent addressing scheme shall be available to all mobiles.,FR,Functional
685,F1_REQ_00655,"As a minimum, the location information used by the EIRENE system shall be derived from that available from the network itself (e.g. current cell or base station serving the mobile).",FR,Functional
686,F1_REQ_00656,"Where greater accuracy for location dependent addressing is required, additional location information may be provided by ground-based signalling systems external to EIRENE.",FR,Functional
687,F1_REQ_00657,"Where greater accuracy for location dependent addressing is required, additional location information may be provided by on-train systems (e.g. ERTMS/ETCS equipment, balise readers, GPS etc) external to EIRENE.",FR,Functional
688,F1_REQ_00658,It should be possible to transfer text messages between ground and mobile(s) through the EIRENE system.,NFR,Functional
689,F1_REQ_00659,"In order to ensure interoperability, the text message service is mandatory for the Cab radio.",NFR,Compatibility
690,F1_REQ_00660,"In order to ensure interoperability, the text message service is optional for the ground.",NFR,Compatibility
691,F1_REQ_00661,The maximum length of a message segment shall be 96 characters.,FR,Functional
692,F1_REQ_00662,A message can include several segments.,NFR,Functional
693,F1_REQ_00663,The transfer time for each message segment should be less than 30 seconds for 95% of messages.,NFR,Performance
694,F1_REQ_00664,The text message facility shall not interfere with the ability of users to use the radio.,FR,Functional
695,F1_REQ_00665,A standard data interface between the mobile and the application module shall be provided.,FR,Functional
696,F1_REQ_00666,"The type of Railway emergency call initiated shall be determined automatically, based upon the mode of operation of the radio.",FR,Functional
697,F1_REQ_00667,"If the mobile is in shunting mode, the emergency call button shall initiate a shunting emergency call.",FR,Functional
698,F1_REQ_00668,"If the mobile is not in shunting mode, the emergency call shall be a Train emergency call.",FR,Functional
699,F1_REQ_00669,"The Train emergency call shall be sent to all drivers and controller(s) within an area, which is pre-defined to meet operational requirements.",FR,Functional
700,F1_REQ_00670,"The predefined areas for emergency calls shall include, where necessary, parts of one or more network(s).",FR,Functional
701,F1_REQ_00671,The appropriate ERTMS/ETCS RBC should be informed when a Train emergency call is initiated.,NFR,Functional
702,F1_REQ_00672,The Shunting emergency call shall be sent to all users involved in shunting operations in the shunting area.,FR,Functional
703,F1_REQ_00673,The Shunting emergency call shall automatically take priority over the link assurance signal.,FR,Functional
704,F1_REQ_00674,A Railway emergency call shall be able to be initiated by using a simple MMI action (e.g. a single MMI action for the Cab and Operational radios).,FR,Functional
705,F1_REQ_00675,A connection of Railway emergency priority (see section 10.2) shall be established to a pre-determined set of receiving mobiles and controller(s).,FR,Functional
706,F1_REQ_00676,"If the system is not able to connect the call, the system shall automatically keep trying to connect the call for 30 seconds.",FR,Functional
707,F1_REQ_00677,"During the 30-second connection attempt period, the user shall be provided with an audible and visual indication that the system is trying to connect the call.",FR,Functional
708,F1_REQ_00678,"After the 30-second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it was unable to connect the call.",FR,Functional
709,F1_REQ_00679,An audible indication of 5 seconds (to be confirmed by trials) shall be provided to originating and receiving users that the emergency function has been activated.,FR,Functional
710,F1_REQ_00680,Different indications at the originating and receiving terminal may be provided (for emergency activation).,FR,Functional
711,F1_REQ_00681,A continuous visual indication that the emergency function has been activated shall be provided at the originating and all receiving terminals.,FR,Functional
712,F1_REQ_00682,"In the event that a train enters the affected area after the warning stage is complete, the same audible and visual indications shall be provided.",FR,Functional
713,F1_REQ_00683,"A speech connection shall be established immediately following the warning tone, to allow the originator of the emergency call to give information concerning the nature of the emergency.",FR,Functional
714,F1_REQ_00684,Speech should be possible to allow a controller receiving the warning tone to give information.,FR,Functional
715,F1_REQ_00685,"Additionally, speech should be possible to allow other mobile users receiving the warning tone to give information.",FR,Functional
716,F1_REQ_00686,The information shall be received by the same set of users who received the warning tone.,FR,Functional
717,F1_REQ_00687,A Railway emergency call may only be terminated by the originator of the call.,NFR,Functional
718,F1_REQ_00688,A Railway emergency call may only be terminated by a controller participating in the call.,NFR,Functional
719,F1_REQ_00689,A Railway emergency call may only be terminated by the network following a (nationally determined) period of no speech.,NFR,Functional
720,F1_REQ_00690,"If the radio moves out of the area whilst the emergency call is in progress, an audible and visual indication of the loss of the call shall be provided to the user.",FR,Functional
721,F1_REQ_00691,Authorised EIRENE mobiles shall be able to receive a Railway emergency call at any time while the mobile is powered up.,FR,Functional
722,F1_REQ_00692,"For Railway emergency calls initiated by a mobile, the controller's display will indicate location.",NFR,Functional
723,F1_REQ_00693,"For Railway emergency calls initiated by a mobile, the controller's display will indicate the functional identity of the originating mobile, including the train number, if available.",NFR,Functional
724,F1_REQ_00694,"For Railway emergency calls initiated by a mobile, the controller's display will indicate the functional identity of the originating mobile, including the engine number, if no train number is available.",NFR,Functional
725,F1_REQ_00695,"For Railway emergency calls initiated by a mobile, the controller's display will indicate the functional identity of the originating mobile, including the coach number of the leading cab, if neither a train number nor an engine number is available.",NFR,Functional
726,F1_REQ_00696,The confirmation message (of Railway emergency calls) shall be generated automatically without input from the user.,FR,Functional
727,F1_REQ_00697,The confirmation message shall commence at the end of the call or if the radio moves out of the call area.,FR,Functional
728,F1_REQ_00698,"If the radio loses contact with the network, the mechanism (for confirmation message) shall commence as soon as possible on regaining communications, for up to a maximum of 5 minutes without achieving contact.",FR,Functional
729,F1_REQ_00699,"For Railway emergency calls initiated by a mobile, the automatic confirmation message of the initiating mobile shall contain the time at call establishment.",FR,Functional
730,F1_REQ_00700,"For Railway emergency calls initiated by a mobile, the automatic confirmation message of the initiating mobile shall contain the time at clear down.",FR,Functional
731,F1_REQ_00701,"For Railway emergency calls initiated by a mobile, the automatic confirmation message of the initiating mobile shall contain the functional number of the call originator.",FR,Functional
732,F1_REQ_00702,"For Railway emergency calls initiated by a mobile, the automatic confirmation message of the initiating mobile shall contain the train number and engine number of the call originator, if a train.",FR,Functional
733,F1_REQ_00703,"For Railway emergency calls received by a mobile, the automatic confirmation message of the receiving mobile shall contain the time at which the call was first received.",FR,Functional
734,F1_REQ_00704,"For Railway emergency calls received by a mobile, the automatic confirmation message of the receiving mobile shall contain the time at which the call was lost (or terminated).",FR,Functional
735,F1_REQ_00705,"For Railway emergency calls received by a mobile, the automatic confirmation message of the receiving mobile shall contain the group identity of the sender.",FR,Functional
736,F1_REQ_00706,"For Railway emergency calls received by a mobile, the automatic confirmation message of the receiving mobile shall contain the functional number of the recipient.",FR,Functional
737,F1_REQ_00707,"For Railway emergency calls received by a mobile, the automatic confirmation message of the receiving mobile shall contain the train number and engine number of the recipient, if a train.",FR,Functional
738,F1_REQ_00708,The confirmation message shall be received at the central location with a 99% probability of success within 5 minutes of call termination.,FR,Functional
739,F1_REQ_00709,The performance of the confirmation procedure shall not be dependent upon the current use of the mobile and shall not overload the network.,NFR,Performance
740,F1_REQ_00710,The shunting call shall be a group call and shall have ‘Railway operation' priority (see section 10.2).,FR,Functional
741,F1_REQ_00711,"Throughout the duration of the shunting group call, it shall be possible for any member of the shunting group to speak to all other members of the group, using the PTT function (as described in sections 5.2.2.53, 6.2.2.12 and 7.2.2.20), except during transmission of the link assurance signal.",FR,Functional
742,F1_REQ_00712,"During the transmission of the link assurance signal, only the originator of the link assurance signal shall be able to speak to all other members using the PTT function.",FR,Functional
743,F1_REQ_00713,The shunting communication shall be protected from unintentional and unauthorised access.,FR,Functional
744,F1_REQ_00714,It shall be possible for all mobile members of the shunting group (except the driver) to transmit a link assurance signal.,FR,Functional
745,F1_REQ_00715,"Within the shunting group, it shall be possible for only one member of the group to transmit the link assurance signal at any time.",FR,Functional
746,F1_REQ_00716,Operational radios used for shunting shall enable the link assurance signal to be activated and de-activated by the shunting group member.,FR,Functional
747,F1_REQ_00717,The link assurance signal should be used to reassure the driver of the integrity of the member at the head of the shunting movement.,NFR,Functional
748,F1_REQ_00718,Operational radios used for shunting shall be able to be switched between operating Mode 1 by a maintenance function.,FR,Functional
749,F1_REQ_00719,"In Mode 1, the member is required to continuously press the link assurance signal button in order to transmit the link assurance signal.",NFR,Usability
750,F1_REQ_00720,Operational radios used for shunting shall be able to be switched between operating Mode 2 by a maintenance function.,FR,Functional
751,F1_REQ_00721,"In Mode 2, the member is required to switch on the link assurance signal and then periodically press a button in order to transmit the link assurance signal.",NFR,Usability
752,F1_REQ_00722,"In Mode 2, failure to periodically press the button shall result in the deactivation of the link assurance signal after a predefined period has elapsed.",NFR,Reliability
753,F1_REQ_00723,The link assurance signal shall be used to provide an audible indication to all group members.,FR,Functional
754,F1_REQ_00724,"For the driver, the link assurance signal indicates that the radio link is operational.",NFR,Portability
755,F1_REQ_00725,It shall be possible for any member of the shunting group (including a driver) to transmit a shunting emergency call to all shunting groups in the area.,FR,Functional
756,F1_REQ_00726,It shall be possible for all shunting drivers and shunting group members to receive a shunting emergency call from any equipment capable of taking part in shunting communications.,FR,Functional
757,F1_REQ_00727,The shunting emergency call shall cause the audible link assurance signal to be interrupted.,FR,Functional
758,F1_REQ_00728,It should be possible for the system to record shunting group composition at a given instant.,NFR,Functional
759,F1_REQ_00729,It should be possible for the system to record the source and time a shunting emergency call was transmitted.,NFR,Functional
760,F1_REQ_00730,It should be possible for the system to record the recipients of a shunting emergency call.,NFR,Functional
761,F1_REQ_00731,"If a user, other than the shunting leader, attempts to make another call whilst being an active member of a shunting group, the attempt shall be ignored.",FR,Functional
762,F1_REQ_00732,"If the radio is used by the team leader for a shunting group call (i.e. initiated the shunting group call), switching the radio off shall result in the termination of the shunting group call.",FR,Functional
763,F1_REQ_00733,A shunting group shall be able to consist of the shunting leader mobile member.,FR,Functional
764,F1_REQ_00734,A shunting group shall be able to consist of the shunting driver mobile member.,FR,Functional
765,F1_REQ_00735,The shunting driver may remain fixed (i.e. in a shunting area) or may change one or more times during a working period (i.e. passenger or freight stations).,NFR,Functional
766,F1_REQ_00736,A shunting group shall be able to consist of up to three shunting team members.,FR,Functional
767,F1_REQ_00737,A controller shall be able to be associated permanently or temporarily with the shunting group.,FR,Functional
768,F1_REQ_00738,A shunting manager or other person capable of taking part in a shunting communication should be able to be temporarily associated with the shunting group.,NFR,Functional
769,F1_REQ_00739,It shall only be possible for the shunting leader to communicate with a person external to the ongoing shunting communication.,FR,Functional
770,F1_REQ_00740,"If an external user initiates a call to the shunting leader, the shunting leader should be informed by a visual and audible indication to avoid disturbing a shunting movement.",NFR,Functional
771,F1_REQ_00741,The shunting leader can then choose the moment when he takes or rejects the external call.,NFR,Functional
772,F1_REQ_00742,The shunting leader shall then be able to allow the external user to join the shunting communication.,FR,Functional
773,F1_REQ_00743,The link assurance signal shall consist of an intermittent audio tone (between 800 and 850Hz).,FR,Functional
774,F1_REQ_00744,"The link assurance tone shall be of one second duration, followed by an interval of two seconds.",FR,Functional
775,F1_REQ_00745,It should be possible to provide an alternative means of link assurance indication.,FR,Functional
776,F1_REQ_00746,Operational radios used for shunting shall be able to be switched between Mode A by a maintenance function.,FR,Functional
777,F1_REQ_00747,"In Mode A, the link assurance signal shall be interrupted, but not cancelled, when the initiator of the link assurance signal presses the PTT to speak.",FR,Functional
778,F1_REQ_00748,The link assurance signal shall be deactivated upon receipt of a shunting emergency call.,FR,Functional
779,F1_REQ_00749,"All members of the shunting group, other than the initiator of the link assurance signal, shall be unable to speak during the transmission of the link assurance signal.",FR,Functional
780,F1_REQ_00750,All members of the shunting group shall be able to initiate a shunting emergency call at any time.,FR,Functional
781,F1_REQ_00751,It shall be possible to modify a shunting group's composition during a working period.,FR,Functional
782,F1_REQ_00752,The process for acceptance (or rejection) of new members in a shunting group shall be simple.,FR,Functional
