requirement_id,project_id,project_name,dataset_id,text,class,global_id,source,type,subclass
REQ468,PROJ-01,Zenodo System,SRSCD-Zenodo,A means to enter/leave the direct mode of operation should be provided (Operational radio).,FR,F1_REQ_00467,file_1,NFR,Unknown
REQ469,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio shall have an on/off switch.,FR,F1_REQ_00468,file_1,NFR,Unknown
REQ470,PROJ-01,Zenodo System,SRSCD-Zenodo,"Switching the Operational radio 'on' shall initiate transitory lighting of any display, controls or indicator lights.",FR,F1_REQ_00469,file_1,NFR,Unknown
REQ471,PROJ-01,Zenodo System,SRSCD-Zenodo,Switching the Operational radio 'on' shall initiate automatic self-testing.,FR,F1_REQ_00470,file_1,NFR,Unknown
REQ472,PROJ-01,Zenodo System,SRSCD-Zenodo,"If the self-test fails, a visible and audible indication shall be provided (Operational radio).",FR,F1_REQ_00471,file_1,NFR,Unknown
REQ473,PROJ-01,Zenodo System,SRSCD-Zenodo,Switching the Operational radio 'on' shall initiate connection to a mobile network.,FR,F1_REQ_00472,file_1,NFR,Unknown
REQ474,PROJ-01,Zenodo System,SRSCD-Zenodo,"If connection is successful, the name of the network shall be displayed and an audible confirmation of successful connection shall be given (Operational radio).",FR,F1_REQ_00473,file_1,NFR,Unknown
REQ475,PROJ-01,Zenodo System,SRSCD-Zenodo,"If connection is not successful, an audible and visual indication shall be provided (Operational radio).",FR,F1_REQ_00474,file_1,NFR,Unknown
REQ476,PROJ-01,Zenodo System,SRSCD-Zenodo,Switching the Operational radio off shall cause termination of all calls under the control of (i.e. initiated by) the radio.,FR,F1_REQ_00475,file_1,NFR,Unknown
REQ477,PROJ-01,Zenodo System,SRSCD-Zenodo,Switching the Operational radio off shall cause disconnection of the radio from the network.,FR,F1_REQ_00476,file_1,NFR,Unknown
REQ478,PROJ-01,Zenodo System,SRSCD-Zenodo,Switching the Operational radio off shall cause clearing the display and inhibition of functions.,FR,F1_REQ_00477,file_1,NFR,Unknown
REQ479,PROJ-01,Zenodo System,SRSCD-Zenodo,"When switched off, the Operational radio shall retain any settings and numbers which are stored at the time the radio is switched off.",FR,F1_REQ_00478,file_1,NFR,Unknown
REQ480,PROJ-01,Zenodo System,SRSCD-Zenodo,Prompts and messages shall be capable of being displayed in at least 10 languages (Operational radio).,NFR,F1_REQ_00479,file_1,NFR,Unknown
REQ481,PROJ-01,Zenodo System,SRSCD-Zenodo,The user shall be able to select his preferred language for the display; this setting shall be retained by the Operational radio.,FR,F1_REQ_00480,file_1,NFR,Unknown
REQ482,PROJ-01,Zenodo System,SRSCD-Zenodo,"When the Operational radio is first powered on, the language that appears on the display shall be the default one set by the national railway.",FR,F1_REQ_00481,file_1,NFR,Unknown
REQ483,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where more than one mobile radio network is available for use by an Operational mobile, the selection of the network to use shall be automatic (see section 10.5).",FR,F1_REQ_00482,file_1,NFR,Unknown
REQ484,PROJ-01,Zenodo System,SRSCD-Zenodo,"When the Operational mobile changes network automatically, a visual and audible indication shall be given.",FR,F1_REQ_00483,file_1,NFR,Unknown
REQ485,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible for an Operational user to override the automatic network selection manually.,FR,F1_REQ_00484,file_1,NFR,Unknown
REQ486,PROJ-01,Zenodo System,SRSCD-Zenodo,The manual network selection function shall not be available during calls (Operational radio).,FR,F1_REQ_00485,file_1,NFR,Unknown
REQ487,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible to register a functional number initiated by the user and transmitted to the ground (Operational radio).,FR,F1_REQ_00486,file_1,NFR,Unknown
REQ488,PROJ-01,Zenodo System,SRSCD-Zenodo,The user shall enter the functional number which is transmitted to the network (Operational radio).,FR,F1_REQ_00487,file_1,NFR,Unknown
REQ489,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where a change of functional number is required, it shall be possible for the user to initiate the change (Operational radio).",FR,F1_REQ_00488,file_1,NFR,Unknown
REQ490,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible for the user to find and display stored numbers and their information (Operational radio).,FR,F1_REQ_00489,file_1,NFR,Unknown
REQ491,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible for the user to store and/or overwrite numbers and their details in the radio (Operational radio).,FR,F1_REQ_00490,file_1,NFR,Unknown
REQ492,PROJ-01,Zenodo System,SRSCD-Zenodo,A standard data interface should be provided to allow a computer to be connected to the Operational radio.,FR,F1_REQ_00491,file_1,NFR,Unknown
REQ493,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio should be capable of withstanding exposure to salt mist spray.,NFR,F1_REQ_00492,file_1,NFR,Unknown
REQ494,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio should be capable of withstanding exposure to torrential rain at up to 2mm/min.,NFR,F1_REQ_00493,file_1,NFR,Unknown
REQ495,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio should be capable of withstanding exposure to heavy hail.,NFR,F1_REQ_00494,file_1,NFR,Unknown
REQ496,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio should be capable of withstanding exposure to snow and sand storms.,NFR,F1_REQ_00495,file_1,NFR,Unknown
REQ497,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio should be capable of withstanding exposure to accretion of ice.,NFR,F1_REQ_00496,file_1,NFR,Unknown
REQ498,PROJ-01,Zenodo System,SRSCD-Zenodo,"The Operational radio should be capable of withstanding exposure to corrosive atmospheres (including sulphur dioxide, hydrogen sulphide, nitrogen oxides, ozone, organic hydrocarbons).",NFR,F1_REQ_00497,file_1,NFR,Unknown
REQ499,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio shall be of a rugged design suitable for use in the railway environment by operational railway personnel.,NFR,F1_REQ_00498,file_1,NFR,Unknown
REQ500,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio should have a carry feature that allows the operator to instantly have both hands free without dropping the radio.,NFR,F1_REQ_00499,file_1,NFR,Unknown
REQ501,PROJ-01,Zenodo System,SRSCD-Zenodo,It should be possible to release the carry feature instantly in the event that the radio is caught on a projecting part of a moving vehicle.,NFR,F1_REQ_00500,file_1,NFR,Unknown
REQ502,PROJ-01,Zenodo System,SRSCD-Zenodo,Controls shall be designed such that they are suitable for use by people wearing gloves (Operational radio).,NFR,F1_REQ_00501,file_1,NFR,Unknown
REQ503,PROJ-01,Zenodo System,SRSCD-Zenodo,"Controls shall be designed for use in a wide range of conditions, e.g. splash proof and suitable for viewing in direct sunlight and in darkness (Operational radio).",NFR,F1_REQ_00502,file_1,NFR,Unknown
REQ504,PROJ-01,Zenodo System,SRSCD-Zenodo,It should be possible for an Operational radio user to change the battery without the use of tools.,NFR,F1_REQ_00503,file_1,NFR,Unknown
REQ505,PROJ-01,Zenodo System,SRSCD-Zenodo,The weight of the Operational radio including battery should not exceed 800g.,NFR,F1_REQ_00504,file_1,NFR,Unknown
REQ506,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible to change the battery without losing data stored in the Operational radio.,NFR,F1_REQ_00505,file_1,NFR,Unknown
REQ507,PROJ-01,Zenodo System,SRSCD-Zenodo,"Operational radios shall be equipped with rechargeable batteries capable of providing a minimum of eight hours operation from a single charge based on 20% point-to-point calls, 60% group calls, and 20% standby.",NFR,F1_REQ_00506,file_1,NFR,Unknown
REQ508,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio should be suitable for use with a car adapter kit.,FR,F1_REQ_00507,file_1,NFR,Unknown
REQ509,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio MMI shall comprise a display.,NFR,F1_REQ_00508,file_1,NFR,Unknown
REQ510,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio MMI shall comprise a control panel.,NFR,F1_REQ_00509,file_1,NFR,Unknown
REQ511,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio MMI shall comprise a loudspeaker.,NFR,F1_REQ_00510,file_1,NFR,Unknown
REQ512,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio MMI shall comprise a microphone.,NFR,F1_REQ_00511,file_1,NFR,Unknown
REQ513,PROJ-01,Zenodo System,SRSCD-Zenodo,The Operational radio MMI shall be suitable for use by day and night.,NFR,F1_REQ_00512,file_1,NFR,Unknown
REQ514,PROJ-01,Zenodo System,SRSCD-Zenodo,"The display shall be capable of displaying at least 6 lines, each of 20 characters (Operational radio).",NFR,F1_REQ_00513,file_1,NFR,Unknown
REQ515,PROJ-01,Zenodo System,SRSCD-Zenodo,Four buttons should be provided for designated stored numbers (Operational radio).,FR,F1_REQ_00514,file_1,NFR,Unknown
REQ516,PROJ-01,Zenodo System,SRSCD-Zenodo,The emergency button shall be designed to avoid accidental use (Operational radio).,NFR,F1_REQ_00515,file_1,NFR,Unknown
REQ517,PROJ-01,Zenodo System,SRSCD-Zenodo,"If shunting mode is implemented, the link assurance button shall be designed to avoid accidental use (Operational radio).",NFR,F1_REQ_00516,file_1,NFR,Unknown
REQ518,PROJ-01,Zenodo System,SRSCD-Zenodo,A dedicated Push-To-Talk button shall be provided (Operational radio).,FR,F1_REQ_00517,file_1,NFR,Unknown
REQ519,PROJ-01,Zenodo System,SRSCD-Zenodo,A visual and audible alarm shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time (Operational radio).,FR,F1_REQ_00518,file_1,NFR,Unknown
REQ520,PROJ-01,Zenodo System,SRSCD-Zenodo,A visual indication shall be provided to the user if the network service is no longer available (Operational radio).,FR,F1_REQ_00519,file_1,NFR,Unknown
REQ521,PROJ-01,Zenodo System,SRSCD-Zenodo,An audible indication should be provided to the user if the network service is no longer available (Operational radio).,FR,F1_REQ_00520,file_1,NFR,Unknown
REQ522,PROJ-01,Zenodo System,SRSCD-Zenodo,The primary controller's MMI should queue all incoming calls or call requests.,FR,F1_REQ_00521,file_1,NFR,Unknown
REQ523,PROJ-01,Zenodo System,SRSCD-Zenodo,"The primary controller's MMI should display the queue to the controller, showing the functional identity and priority of callers.",FR,F1_REQ_00522,file_1,NFR,Unknown
REQ524,PROJ-01,Zenodo System,SRSCD-Zenodo,High priority calls should be identified and presented at the top of the queue on the primary controller's MMI.,FR,F1_REQ_00523,file_1,NFR,Unknown
REQ525,PROJ-01,Zenodo System,SRSCD-Zenodo,The primary controller's MMI should allow the controller to select any of the incoming calls currently queued by the system.,FR,F1_REQ_00524,file_1,NFR,Unknown
REQ526,PROJ-01,Zenodo System,SRSCD-Zenodo,"The primary controller's MMI should allow the controller to establish a call of Railway emergency, public emergency or railway operation priority to any mobile by selection from the display.",FR,F1_REQ_00525,file_1,NFR,Unknown
REQ527,PROJ-01,Zenodo System,SRSCD-Zenodo,"The primary controller's MMI should allow the controller to establish, close, enter and leave group calls (at Railway emergency, public emergency or railway operation priority).",FR,F1_REQ_00526,file_1,NFR,Unknown
REQ528,PROJ-01,Zenodo System,SRSCD-Zenodo,The primary controller's MMI should allow sending and receiving of text messages.,FR,F1_REQ_00527,file_1,NFR,Unknown
REQ529,PROJ-01,Zenodo System,SRSCD-Zenodo,"For post incident analysis, the controller equipment should provide the possibility to record all operational speech and data calls.",FR,F1_REQ_00528,file_1,NFR,Unknown
REQ530,PROJ-01,Zenodo System,SRSCD-Zenodo,It should be possible for calls to be answered automatically according to incoming call priority as defined in section 10.2.,FR,F1_REQ_00529,file_1,NFR,Unknown
REQ531,PROJ-01,Zenodo System,SRSCD-Zenodo,The EIRENE system shall enable users to originate and receive calls by functional number.,FR,F1_REQ_00530,file_1,NFR,Unknown
REQ532,PROJ-01,Zenodo System,SRSCD-Zenodo,Each mobile shall be identified by a unique telephone number.,FR,F1_REQ_00531,file_1,NFR,Unknown
REQ533,PROJ-01,Zenodo System,SRSCD-Zenodo,Every on-train function shall be identified by a unique standard number.,FR,F1_REQ_00532,file_1,NFR,Unknown
REQ534,PROJ-01,Zenodo System,SRSCD-Zenodo,Every on-engine/coach function shall be identified by a unique standard number.,FR,F1_REQ_00533,file_1,NFR,Unknown
REQ535,PROJ-01,Zenodo System,SRSCD-Zenodo,Every shunting team number shall be based on an association of a service area identifier and a shunting team identifier.,FR,F1_REQ_00534,file_1,NFR,Unknown
REQ536,PROJ-01,Zenodo System,SRSCD-Zenodo,Every maintenance team number shall be based on an association of a service area identifier.,FR,F1_REQ_00535,file_1,NFR,Unknown
REQ537,PROJ-01,Zenodo System,SRSCD-Zenodo,Every maintenance team number shall be based on an association of a type of maintenance team (speciality code).,FR,F1_REQ_00536,file_1,NFR,Unknown
REQ538,PROJ-01,Zenodo System,SRSCD-Zenodo,Every maintenance team number shall be based on an association of a maintenance team identifier.,FR,F1_REQ_00537,file_1,NFR,Unknown
REQ539,PROJ-01,Zenodo System,SRSCD-Zenodo,Every controller number shall be based on an association of a controller location.,FR,F1_REQ_00538,file_1,NFR,Unknown
REQ540,PROJ-01,Zenodo System,SRSCD-Zenodo,Every controller number shall be based on an association of a controller identifier.,FR,F1_REQ_00539,file_1,NFR,Unknown
REQ541,PROJ-01,Zenodo System,SRSCD-Zenodo,The numbering for other teams shall be treated in the same way as maintenance teams in 9.2.4.2.,FR,F1_REQ_00540,file_1,NFR,Unknown
REQ542,PROJ-01,Zenodo System,SRSCD-Zenodo,Group call service areas shall be freely configurable within the operational responsibility of each railway network.,FR,F1_REQ_00541,file_1,NFR,Unknown
REQ543,PROJ-01,Zenodo System,SRSCD-Zenodo,"Telephone numbers can be defined on a national basis, but codes for certain functions shall be used on an international basis in order to allow interoperability.",NFR,F1_REQ_00542,file_1,NFR,Unknown
REQ544,PROJ-01,Zenodo System,SRSCD-Zenodo,Standardised telephone numbers shall be implemented for routing calls to the most appropriate ERTMS/ETCS RBC.,FR,F1_REQ_00543,file_1,NFR,Unknown
REQ545,PROJ-01,Zenodo System,SRSCD-Zenodo,Standardised telephone numbers shall be implemented for Railway emergency calls.,FR,F1_REQ_00544,file_1,NFR,Unknown
REQ546,PROJ-01,Zenodo System,SRSCD-Zenodo,Standardised telephone numbers shall be implemented for routing calls to the primary controller.,FR,F1_REQ_00545,file_1,NFR,Unknown
REQ547,PROJ-01,Zenodo System,SRSCD-Zenodo,Standardised telephone numbers shall be implemented for routing calls to the secondary controller.,FR,F1_REQ_00546,file_1,NFR,Unknown
REQ548,PROJ-01,Zenodo System,SRSCD-Zenodo,Standardised telephone numbers shall be implemented for routing calls to the power supply controller.,FR,F1_REQ_00547,file_1,NFR,Unknown
REQ549,PROJ-01,Zenodo System,SRSCD-Zenodo,Standardised telephone numbers shall be implemented for Public emergency calls.,FR,F1_REQ_00548,file_1,NFR,Unknown
REQ550,PROJ-01,Zenodo System,SRSCD-Zenodo,"In network boundary areas, the pre-defined local area shall be allocated on a bilateral basis.",FR,F1_REQ_00549,file_1,NFR,Unknown
REQ551,PROJ-01,Zenodo System,SRSCD-Zenodo,Authorised users within the EIRENE network shall be able to receive calls from calling parties outside the EIRENE network.,FR,F1_REQ_00550,file_1,NFR,Unknown
REQ552,PROJ-01,Zenodo System,SRSCD-Zenodo,"Five levels of priority shall be defined: Railway emergency, control-command (safety), public emergency and group calls between drivers in the same area, railway operation, railway information.",FR,F1_REQ_00551,file_1,NFR,Unknown
REQ553,PROJ-01,Zenodo System,SRSCD-Zenodo,"In order to provide interoperability, priorities shall be allocated consistently across all EIRENE networks, as shown in the following table.",NFR,F1_REQ_00552,file_1,NFR,Unknown
REQ554,PROJ-01,Zenodo System,SRSCD-Zenodo,Railway emergency calls shall have automatic answering.,FR,F1_REQ_00553,file_1,NFR,Unknown
REQ555,PROJ-01,Zenodo System,SRSCD-Zenodo,Railway emergency calls shall pre-empt Control-command (safety) and below.,FR,F1_REQ_00554,file_1,NFR,Unknown
REQ556,PROJ-01,Zenodo System,SRSCD-Zenodo,Control-command (safety) calls shall have automatic answering.,FR,F1_REQ_00555,file_1,NFR,Unknown
REQ557,PROJ-01,Zenodo System,SRSCD-Zenodo,"Control-command (safety) calls shall pre-empt Public emergency, group calls between drivers in the same area and below.",FR,F1_REQ_00556,file_1,NFR,Unknown
REQ558,PROJ-01,Zenodo System,SRSCD-Zenodo,Public emergency and group calls between drivers in the same area shall have automatic answering.,FR,F1_REQ_00557,file_1,NFR,Unknown
REQ559,PROJ-01,Zenodo System,SRSCD-Zenodo,"Public emergency and group calls between drivers in the same area shall pre-empt Railway operation, Control-command information and below.",FR,F1_REQ_00558,file_1,NFR,Unknown
REQ560,PROJ-01,Zenodo System,SRSCD-Zenodo,Automatic answering for Railway operation (e.g. calls from or for drivers and controllers) and Control-command information calls shall be mandatory for Cab radio.,FR,F1_REQ_00559,file_1,NFR,Unknown
REQ561,PROJ-01,Zenodo System,SRSCD-Zenodo,Automatic answering for Railway operation (e.g. calls from or for drivers and controllers) and Control-command information calls should be optional for other user equipment.,FR,F1_REQ_00560,file_1,NFR,Unknown
REQ562,PROJ-01,Zenodo System,SRSCD-Zenodo,Railway operation calls shall pre-empt Railway information and below.,FR,F1_REQ_00561,file_1,NFR,Unknown
REQ563,PROJ-01,Zenodo System,SRSCD-Zenodo,Railway information and all other calls shall not have automatic answering.,FR,F1_REQ_00562,file_1,NFR,Unknown
REQ564,PROJ-01,Zenodo System,SRSCD-Zenodo,The lowest priority ongoing call shall be pre-empted before that of a higher priority.,FR,F1_REQ_00563,file_1,NFR,Unknown
REQ565,PROJ-01,Zenodo System,SRSCD-Zenodo,Various types of call restriction may be employed by the railways as an additional security measure.,FR,F1_REQ_00564,file_1,NFR,Unknown
REQ566,PROJ-01,Zenodo System,SRSCD-Zenodo,Any implementation of such call restrictions shall not affect international interoperability.,NFR,F1_REQ_00565,file_1,NFR,Unknown
REQ567,PROJ-01,Zenodo System,SRSCD-Zenodo,A mobile may be a member of a number of groups.,FR,F1_REQ_00566,file_1,NFR,Unknown
REQ568,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible to ‘activate' or ‘deactivate' the mobile's subscription to these groups.,FR,F1_REQ_00567,file_1,NFR,Unknown
REQ569,PROJ-01,Zenodo System,SRSCD-Zenodo,Activating a group on the mobile shall allow a user to receive a call from that group.,FR,F1_REQ_00568,file_1,NFR,Unknown
REQ570,PROJ-01,Zenodo System,SRSCD-Zenodo,Deactivating a group on the mobile shall prevent a user receiving calls from that group.,FR,F1_REQ_00569,file_1,NFR,Unknown
REQ571,PROJ-01,Zenodo System,SRSCD-Zenodo,Cab radios will be members of the Railway emergency call standard group.,FR,F1_REQ_00570,file_1,NFR,Unknown
REQ572,PROJ-01,Zenodo System,SRSCD-Zenodo,Cab radios will be members of the 'all train drivers' standard group.,FR,F1_REQ_00571,file_1,NFR,Unknown
REQ573,PROJ-01,Zenodo System,SRSCD-Zenodo,Cab radios will be members of the shunting team standard group.,FR,F1_REQ_00572,file_1,NFR,Unknown
REQ574,PROJ-01,Zenodo System,SRSCD-Zenodo,Cab radios should be members of the trackside worker standard group.,FR,F1_REQ_00573,file_1,NFR,Unknown
REQ575,PROJ-01,Zenodo System,SRSCD-Zenodo,All mobiles with Railway emergency group call subscription(s) shall be prevented from deactivating the emergency group(s) whilst operational.,NFR,F1_REQ_00574,file_1,NFR,Unknown
REQ576,PROJ-01,Zenodo System,SRSCD-Zenodo,"Authorised networks shall be listed (or automatically selected if automatic selection has been enabled) in the following order: home EIRENE network, 'foreign' EIRENE networks, public networks.",FR,F1_REQ_00575,file_1,NFR,Unknown
REQ577,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where EIRENE facilities are not available within the currently selected network, the user shall be given a visible indication.",FR,F1_REQ_00576,file_1,NFR,Unknown
REQ578,PROJ-01,Zenodo System,SRSCD-Zenodo,The access matrix defines which subscribers are able to contact which other subscribers within the EIRENE network.,FR,F1_REQ_00577,file_1,NFR,Unknown
REQ579,PROJ-01,Zenodo System,SRSCD-Zenodo,The network shall allow a call from a Primary Controller to a Lead Driver.,FR,F1_REQ_00578,file_1,NFR,Unknown
REQ580,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Primary Controller to an Other Driver.,FR,F1_REQ_00579,file_1,NFR,Unknown
REQ581,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Primary Controller to a Chief Conductor.,FR,F1_REQ_00580,file_1,NFR,Unknown
REQ582,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Primary Controller to Public Address.,FR,F1_REQ_00581,file_1,NFR,Unknown
REQ583,PROJ-01,Zenodo System,SRSCD-Zenodo,The network shall allow a call from a Secondary Controller to a Lead Driver.,FR,F1_REQ_00582,file_1,NFR,Unknown
REQ584,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Secondary Controller to an Other Driver.,FR,F1_REQ_00583,file_1,NFR,Unknown
REQ585,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Secondary Controller to a Chief Conductor.,FR,F1_REQ_00584,file_1,NFR,Unknown
REQ586,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Secondary Controller to Public Address.,FR,F1_REQ_00585,file_1,NFR,Unknown
REQ587,PROJ-01,Zenodo System,SRSCD-Zenodo,The network shall allow a call from a Power Controller to a Lead Driver.,FR,F1_REQ_00586,file_1,NFR,Unknown
REQ588,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Power Controller to an Other Driver.,FR,F1_REQ_00587,file_1,NFR,Unknown
REQ589,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Power Controller to a Chief Conductor.,FR,F1_REQ_00588,file_1,NFR,Unknown
REQ590,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Power Controller to Public Address.,FR,F1_REQ_00589,file_1,NFR,Unknown
REQ591,PROJ-01,Zenodo System,SRSCD-Zenodo,The network shall allow a call from a Lead Driver to a Primary Controller.,FR,F1_REQ_00590,file_1,NFR,Unknown
REQ592,PROJ-01,Zenodo System,SRSCD-Zenodo,The network shall allow a call from a Lead Driver to a Secondary Controller.,FR,F1_REQ_00591,file_1,NFR,Unknown
REQ593,PROJ-01,Zenodo System,SRSCD-Zenodo,The network shall allow a call from a Lead Driver to a Power Controller.,FR,F1_REQ_00592,file_1,NFR,Unknown
REQ594,PROJ-01,Zenodo System,SRSCD-Zenodo,"The network shall allow a call from a Lead Driver to an Other Driver, at least for persons on the same train.",FR,F1_REQ_00593,file_1,NFR,Unknown
REQ595,PROJ-01,Zenodo System,SRSCD-Zenodo,"The network shall allow a call from a Lead Driver to a Chief Conductor, at least for persons on the same train.",FR,F1_REQ_00594,file_1,NFR,Unknown
REQ596,PROJ-01,Zenodo System,SRSCD-Zenodo,"The network shall allow a call from a Lead Driver to Public Address, at least for persons on the same train.",FR,F1_REQ_00595,file_1,NFR,Unknown
REQ597,PROJ-01,Zenodo System,SRSCD-Zenodo,The network shall allow a call from an Other Driver to a Primary Controller.,FR,F1_REQ_00596,file_1,NFR,Unknown
REQ598,PROJ-01,Zenodo System,SRSCD-Zenodo,The network shall allow a call from an Other Driver to a Secondary Controller.,FR,F1_REQ_00597,file_1,NFR,Unknown
REQ599,PROJ-01,Zenodo System,SRSCD-Zenodo,The network shall allow a call from an Other Driver to a Power Controller.,FR,F1_REQ_00598,file_1,NFR,Unknown
REQ600,PROJ-01,Zenodo System,SRSCD-Zenodo,"The network shall allow a call from an Other Driver to a Lead Driver, at least for persons on the same train.",FR,F1_REQ_00599,file_1,NFR,Unknown
REQ601,PROJ-01,Zenodo System,SRSCD-Zenodo,"The network shall allow a call from an Other Driver to a Chief Conductor, at least for persons on the same train.",FR,F1_REQ_00600,file_1,NFR,Unknown
REQ602,PROJ-01,Zenodo System,SRSCD-Zenodo,"The network shall allow a call from an Other Driver to Public Address, at least for persons on the same train.",FR,F1_REQ_00601,file_1,NFR,Unknown
REQ603,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Chief Conductor to a Primary Controller.,FR,F1_REQ_00602,file_1,NFR,Unknown
REQ604,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Chief Conductor to a Secondary Controller.,FR,F1_REQ_00603,file_1,NFR,Unknown
REQ605,PROJ-01,Zenodo System,SRSCD-Zenodo,The network should allow a call from a Chief Conductor to a Power Controller.,FR,F1_REQ_00604,file_1,NFR,Unknown
REQ606,PROJ-01,Zenodo System,SRSCD-Zenodo,"The network shall allow a call from a Chief Conductor to a Lead Driver, at least for persons on the same train.",FR,F1_REQ_00605,file_1,NFR,Unknown
REQ607,PROJ-01,Zenodo System,SRSCD-Zenodo,"The network shall allow a call from a Chief Conductor to an Other Driver, at least for persons on the same train.",FR,F1_REQ_00606,file_1,NFR,Unknown
REQ608,PROJ-01,Zenodo System,SRSCD-Zenodo,"The network shall allow a call from a Chief Conductor to Public Address, at least for persons on the same train.",FR,F1_REQ_00607,file_1,NFR,Unknown
REQ609,PROJ-01,Zenodo System,SRSCD-Zenodo,"If required, a railway may make additional restrictions to the access matrix.",FR,F1_REQ_00608,file_1,NFR,Unknown
REQ610,PROJ-01,Zenodo System,SRSCD-Zenodo,An addressing scheme shall be provided which permits users to be identified by numbers corresponding to their functional roles rather than by numbers tied to the terminal equipment that they are using.,FR,F1_REQ_00609,file_1,NFR,Unknown
REQ611,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible to assign up to a minimum of 3 functional numbers to an EIRENE user at any one time.,FR,F1_REQ_00610,file_1,NFR,Unknown
REQ612,PROJ-01,Zenodo System,SRSCD-Zenodo,Only one EIRENE user shall be assigned to a given functional number at any one time.,FR,F1_REQ_00611,file_1,NFR,Unknown
REQ613,PROJ-01,Zenodo System,SRSCD-Zenodo,"A user shall be able to set up a functional number on one network, and cancel the number from another network.",FR,F1_REQ_00612,file_1,NFR,Unknown
REQ614,PROJ-01,Zenodo System,SRSCD-Zenodo,The functional number shall remain valid as a user roams from one network to another.,FR,F1_REQ_00613,file_1,NFR,Unknown
REQ615,PROJ-01,Zenodo System,SRSCD-Zenodo,The functional addressing scheme shall be independent of specific configurations of mobile and terminal equipment.,NFR,F1_REQ_00614,file_1,NFR,Unknown
REQ616,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible to call EIRENE users by functional numbers from a wide range of terminals (EIRENE and non-EIRENE).,FR,F1_REQ_00615,file_1,NFR,Unknown
REQ617,PROJ-01,Zenodo System,SRSCD-Zenodo,The functional addressing scheme should permit calls to be routed from a controller to an international train within the control area without reference to any EIRENE system other than that providing service to the international train.,FR,F1_REQ_00616,file_1,NFR,Unknown
REQ618,PROJ-01,Zenodo System,SRSCD-Zenodo,Functional numbers must be unique within the domain of operation.,NFR,F1_REQ_00617,file_1,NFR,Unknown
REQ619,PROJ-01,Zenodo System,SRSCD-Zenodo,Each functional number must be unique across all networks (including implementation of EIRENE facilities on public networks).,NFR,F1_REQ_00618,file_1,NFR,Unknown
REQ620,PROJ-01,Zenodo System,SRSCD-Zenodo,The functional number shall consist of numeric characters only.,NFR,F1_REQ_00619,file_1,NFR,Unknown
REQ621,PROJ-01,Zenodo System,SRSCD-Zenodo,The functional identity of the called user shall be presented to the user initiating a call and the functional identity of the initiator shall be presented to the user receiving a call.,FR,F1_REQ_00620,file_1,NFR,Unknown
REQ622,PROJ-01,Zenodo System,SRSCD-Zenodo,"For broadcast and group voice communications, the functional identity provided shall be that of the broadcast or group identity.",FR,F1_REQ_00621,file_1,NFR,Unknown
REQ623,PROJ-01,Zenodo System,SRSCD-Zenodo,"If the user initiating the call has more than one functional identity, the user shall be able to select, prior to call establishment, which functional identity is presented to the receiving user.",FR,F1_REQ_00622,file_1,NFR,Unknown
