Requirement ID,Project ID,Project Name,Dataset ID,text,class,subclass,confidence,,Confidence,,
REQ_002_005100,P002,Library Management System,DS002,The application shall operate without unexpected crashes or errors during use.,FR,Functional,0.8,,,,
REQ_002_005101,P002,Library Management System,DS002,Adobe Illustrator shall achieve smooth operation and optimal performance.,FR,Functional,0.8,,,,
REQ_002_005102,P002,Library Management System,DS002,The minimum processor clock speed shall be 2 GHz.,FR,Functional,0.8,,,,
REQ_002_005103,P002,Library Management System,DS002,Adobe Illustrator shall support Apple Silicon (M1 and M2) processors starting from Datylon for Illustrator R46 onwards.,FR,Functional,0.8,,,,
REQ_002_005104,P002,Library Management System,DS002,Apple Silicon processors shall offer enhanced performance and power efficiency.,FR,Functional,0.8,,,,
REQ_002_005105,P002,Library Management System,DS002,"For optimal performance, Adobe Illustrator shall recommend a minimum of 16 GB of RAM.",FR,Functional,0.8,,,,
REQ_002_005106,P002,Library Management System,DS002,"Increased RAM shall improve the software's ability to handle complex projects, multiple layers, and large file sizes.",FR,Functional,0.8,,,,
REQ_002_005107,P002,Library Management System,DS002,"Adequate RAM shall enable faster rendering, smoother zooming, and an overall improved user experience.",FR,Functional,0.8,,,,
REQ_002_005108,P002,Library Management System,DS002,"More RAM shall allow Illustrator to handle extensive use of drawing tools, complex vector illustrations, and advanced effects without significant lag or slowdown.",FR,Functional,0.8,,,,
REQ_002_005109,P002,Library Management System,DS002,"During installation, the system shall have additional free space available beyond the minimum requirement.",FR,Functional,0.8,,,,
REQ_002_005110,P002,Library Management System,DS002,Adobe Illustrator shall not be installed on a volume with a case-sensitive file system.,FR,Functional,0.8,,,,
REQ_002_005111,P002,Library Management System,DS002,The graphics card should have at least 1 GB of VRAM and support OpenGL version 4.0 for enabling GPU Performance (optional feature for enhanced performance with graphic-intensive tasks).,NFR,Performance,0.2,,,,
REQ_002_005112,P002,Library Management System,DS002,"The system shall provide a smooth user experience, which can be improved by a compatible graphics card.",FR,Functional,0.8,,,,
REQ_002_005113,P002,Library Management System,DS002,The system shall render complex projects faster with a compatible graphics card.,FR,Functional,0.8,,,,
REQ_002_005114,P002,Library Management System,DS002,Adobe Illustrator shall run smoothly and efficiently on a system that meets the 64-bit requirements.,FR,Functional,0.8,,,,
REQ_002_005115,P002,Library Management System,DS002,The user experience with Adobe Illustrator shall be enhanced by meeting the 64-bit requirements.,FR,Functional,0.8,,,,
REQ_002_005116,P002,Library Management System,DS002,Adobe Illustrator shall handle more complex projects when 64-bit support is implemented.,FR,Functional,0.8,,,,
REQ_002_005117,P002,Library Management System,DS002,Adobe Illustrator shall provide access to advanced features and functionality with 64-bit support.,FR,Functional,0.8,,,,
REQ_002_005118,P002,Library Management System,DS002,The software interface shall be designed to provide a more intuitive and natural drawing experience for users with a touch-screen enabled tablet/monitor.,FR,Functional,0.8,,,,
REQ_002_005119,P002,Library Management System,DS002,The software shall allow users to create precise and intricate designs more easily with a touch-screen enabled tablet/monitor.,FR,Functional,0.8,,,,
REQ_002_005120,P002,Library Management System,DS002,The graphics card may improve overall performance and user experience.,NFR,Performance,0.5,,,,
REQ_002_005121,P002,Library Management System,DS002,The graphics card should have at least 1 GB of VRAM for optimal performance (optional).,NFR,Performance,0.2,,,,
REQ_002_005122,P002,Library Management System,DS002,The graphics card should ensure smoother and faster operation for graphic rendering and complex vector calculations (benefit).,FR,Functional,0.2,,,,
REQ_002_005123,P002,Library Management System,DS002,The graphics card compatibility with minimum requirements shall allow full utilization of Adobe Illustrator's capabilities (benefit).,FR,Functional,0.8,,,,
REQ_002_005124,P002,Library Management System,DS002,"Adobe Creative Cloud shall offer seamless updates for Adobe Illustrator CC, ensuring users automatically receive the latest versions with new features and bug fixes.",FR,Functional,0.8,,,,
REQ_002_005125,P002,Library Management System,DS002,"Adobe Creative Cloud shall provide users with access to other Adobe creative applications (e.g., Photoshop, Premiere) to enhance their creative workflow by enabling seamless integration.",FR,Functional,0.8,,,,
REQ_002_005126,P002,Library Management System,DS002,The system shall utilize a high-performance CPU to improve the speed and responsiveness of drawing tools.,FR,Functional,0.8,,,,
REQ_002_005127,P002,Library Management System,DS002,The system shall have adequate RAM to handle complex projects and large files without lag or slowdown.,FR,Functional,0.8,,,,
REQ_002_005128,P002,Library Management System,DS002,The system shall support a dedicated graphics card (GPU) for rendering complex graphics and smooth on-screen navigation.,FR,Functional,0.8,,,,
REQ_002_005129,P002,Library Management System,DS002,The system shall provide a high-quality display with accurate color reproduction and high resolution.,FR,Functional,0.8,,,,
REQ_002_005130,P002,Library Management System,DS002,The system may support a touch-screen-enabled tablet or monitor for a more intuitive and natural drawing experience.,FR,Functional,0.5,,,,
REQ_002_005131,P002,Library Management System,DS002,User shall be able to efficiently store and retrieve data in MySQL databases.,FR,Functional,0.8,,,,
REQ_002_005132,P002,Library Management System,DS002,System shall support SQL for querying and manipulating data.,FR,Functional,0.8,,,,
REQ_002_005133,P002,Library Management System,DS002,User shall be able to manage transactions in MySQL to ensure data integrity.,FR,Functional,0.8,,,,
REQ_002_005134,P002,Library Management System,DS002,"System shall include schema definition, data manipulation, transaction management, concurrency control, indexing, query optimization, backup and recovery, monitoring, and maintenance.",FR,Functional,0.8,,,,
REQ_002_005135,P002,Library Management System,DS002,User shall be able to access secure authentication mechanisms for controlling access to databases.,FR,Functional,0.8,,,,
REQ_002_005136,P002,Library Management System,DS002,System shall encrypt sensitive data to prevent unauthorized access.,FR,Functional,0.8,,,,
REQ_002_005137,P002,Library Management System,DS002,User shall be able to use role-based access control to grant permissions to users.,FR,Functional,0.8,,,,
REQ_002_005138,P002,Library Management System,DS002,System shall provide tools for database backup and restoration.,FR,Functional,0.8,,,,
REQ_002_005139,P002,Library Management System,DS002,User shall be able to use automated backup scheduling for ensuring data availability.,FR,Functional,0.8,,,,
REQ_002_005140,P002,Library Management System,DS002,System shall enable point-in-time recovery to restore databases to specific states.,FR,Functional,0.8,,,,
REQ_002_005141,P002,Library Management System,DS002,"User shall be able to interact with databases using multiple interfaces such as the Command-Line Interface (CLI), Graphical User Interface (GUI) tools like MySQL Workbench, and Application Programming Interfaces (APIs) for various programming languages.",FR,Functional,0.8,,,,
REQ_002_005142,P002,Library Management System,DS002,System shall provide accessibility features to accommodate users with disabilities and support multiple languages for international users.,FR,Functional,0.8,,,,
REQ_002_005143,P002,Library Management System,DS002,User shall benefit from MySQL's support for replication to ensure data redundancy and fault tolerance.,FR,Functional,0.8,,,,
REQ_002_005144,P002,Library Management System,DS002,System shall maintain database availability through failover mechanisms in case of server failures.,FR,Functional,0.8,,,,
REQ_002_005145,P002,Library Management System,DS002,"User shall receive adherence to SLAs for uptime and performance, including monitoring of database performance and alerts for potential issues.",NFR,Reliability,1,,,,
REQ_002_005146,P002,Library Management System,DS002,System shall optimize query execution for performance improvement using indexing and caching mechanisms to enhance query response times.,FR,Functional,0.8,,,,
REQ_002_005147,P002,Library Management System,DS002,User shall experience support for both horizontal and vertical scaling in MySQL to accommodate growing data volumes and user loads.,FR,Functional,0.8,,,,
REQ_002_005148,P002,Library Management System,DS002,"System shall encrypt data at rest and in transit to protect against unauthorized access, adhering to industry standards and regulations.",FR,Functional,0.8,,,,
REQ_002_005149,P002,Library Management System,DS002,"User shall have access to auditing features in MySQL to track database access and modifications, including the generation of audit logs for compliance and security purposes.",FR,Functional,0.8,,,,
REQ_002_005150,P002,Library Management System,DS002,"System shall offer comprehensive documentation for installation, configuration, and usage, as well as troubleshooting guides and FAQs for resolving common issues.",FR,Functional,0.8,,,,
REQ_002_005151,P002,Library Management System,DS002,"User shall use MySQL subject to the terms of the GNU General Public License (GPL), with options for commercial licenses for additional features, support, and legal assurances.",FR,Functional,0.8,,,,
REQ_002_005152,P002,Library Management System,DS002,"System shall require users to comply with applicable laws and regulations governing data privacy, security, and intellectual property rights, including legal notices related to licensing, copyrights, trademarks, and usage restrictions in production environments.",FR,Functional,0.8,,,,
REQ_002_005153,P002,Library Management System,DS002,Students shall be able to choose courses.,FR,Functional,0.8,,,,
REQ_002_005154,P002,Library Management System,DS002,Students shall be able to attend lectures at the scheduled time or view them later on request.,FR,Functional,0.8,,,,
REQ_002_005155,P002,Library Management System,DS002,"Students shall be able to view their attendance records, progress reports, etc.",FR,Functional,0.8,,,,
REQ_002_005156,P002,Library Management System,DS002,"Students shall be able to participate in forums, blogs, and discussions.",FR,Functional,0.8,,,,
REQ_002_005157,P002,Library Management System,DS002,Students shall be able to take quizzes.,FR,Functional,0.8,,,,
REQ_002_005158,P002,Library Management System,DS002,Faculties shall be able to conduct lectures.,FR,Functional,0.8,,,,
REQ_002_005159,P002,Library Management System,DS002,"Faculties shall be able to upload assignments, announcements, and answer sheets.",FR,Functional,0.8,,,,
REQ_002_005160,P002,Library Management System,DS002,"Faculties shall be able to upload lectures and discussions in various formats (videos, presentations, etc.).",FR,Functional,0.8,,,,
REQ_002_005161,P002,Library Management System,DS002,"Faculties shall be able to upload and download assignments, college notices, student notices, journals, and videos.",FR,Functional,0.8,,,,
REQ_002_005162,P002,Library Management System,DS002,"Faculties shall be able to participate in forums, blogs, and discussions.",FR,Functional,0.8,,,,
REQ_002_005163,P002,Library Management System,DS002,"Administrator shall be able to generate reports, log files, and backup/recover data at any time.",FR,Functional,0.8,,,,
REQ_002_005164,P002,Library Management System,DS002,"Administrator shall be able to create users, departments, and courses.",FR,Functional,0.8,,,,
REQ_002_005165,P002,Library Management System,DS002,"Dean shall be able to view details of all users (students, faculty, etc.).",FR,Functional,0.8,,,,
REQ_002_005166,P002,Library Management System,DS002,The system shall only allow registered users to access courses.,FR,Functional,0.8,,,,
REQ_002_005167,P002,Library Management System,DS002,The system shall require a valid user ID and password for access.,FR,Functional,0.8,,,,
REQ_002_005168,P002,Library Management System,DS002,"The system shall allow students to choose courses and view their attendance records, grades, etc.",FR,Functional,0.8,,,,
REQ_002_005169,P002,Library Management System,DS002,The system shall allow students to share resources through forums.,FR,Functional,0.8,,,,
REQ_002_005170,P002,Library Management System,DS002,"The system shall allow faculty to upload course materials (syllabus, lesson plans, notes, etc.) and question banks.",FR,Functional,0.8,,,,
REQ_002_005171,P002,Library Management System,DS002,The system shall send alerts to students about upcoming quiz deadlines.,FR,Functional,0.8,,,,
REQ_002_005172,P002,Library Management System,DS002,The system shall be available 24/7.,FR,Functional,0.8,,,,
REQ_002_005173,P002,Library Management System,DS002,The e-learning tool shall be compatible with both Windows and Linux operating systems.,FR,Functional,0.8,,,,
REQ_002_005174,P002,Library Management System,DS002,The GUI and other parts of the software shall be developed using JAVA and J2EE.,FR,Functional,0.8,,,,
REQ_002_005175,P002,Library Management System,DS002,The software output shall be viewable in a web browser.,FR,Functional,0.8,,,,
REQ_002_005176,P002,Library Management System,DS002,The software shall display information on a monitor screen.,FR,Functional,0.8,,,,
REQ_002_005177,P002,Library Management System,DS002,"The software shall interact with mouse movements and clicks to activate data input areas, command buttons, and menu options.",FR,Functional,0.8,,,,
REQ_002_005178,P002,Library Management System,DS002,The software shall interact with keyboard keystrokes for data entry.,FR,Functional,0.8,,,,
REQ_002_005179,P002,Library Management System,DS002,"Each user shall have a unique username, password, user ID, department affiliation, duration (in years), age, grade, and user role.",FR,Functional,0.8,,,,
REQ_002_005180,P002,Library Management System,DS002,A user shall be able to create an account using their email address and password.,FR,Functional,0.8,,,,
REQ_002_005181,P002,Library Management System,DS002,The user shall be able to choose to log in with a Google account.,FR,Functional,0.8,,,,
REQ_002_005182,P002,Library Management System,DS002,A user shall be able to select the login option (email/password or Google account).,FR,Functional,0.8,,,,
REQ_002_005183,P002,Library Management System,DS002,The system shall verify the entered login credentials (email/password) and grant access if valid.,FR,Functional,0.8,,,,
REQ_002_005184,P002,Library Management System,DS002,A user shall be able to view and modify their personal information.,FR,Functional,0.8,,,,
REQ_002_005185,P002,Library Management System,DS002,A user shall be able to search for courses using keywords.,FR,Functional,0.8,,,,
REQ_002_005186,P002,Library Management System,DS002,The system shall display a list of courses matching the search criteria.,FR,Functional,0.8,,,,
REQ_002_005187,P002,Library Management System,DS002,"The course details shall include title, description, price, duration, instructor information, and enrollment details.",FR,Functional,0.8,,,,
REQ_002_005188,P002,Library Management System,DS002,A user shall be able to enroll in a course.,FR,Functional,0.8,,,,
REQ_002_005189,P002,Library Management System,DS002,The system shall display the payment options and course fee.,FR,Functional,0.8,,,,
REQ_002_005190,P002,Library Management System,DS002,A user shall be able to select a payment method and complete the payment.,FR,Functional,0.8,,,,
REQ_002_005191,P002,Library Management System,DS002,"Upon successful payment, the user shall be enrolled in the course.",FR,Functional,0.8,,,,
REQ_002_005192,P002,Library Management System,DS002,"The system shall provide separate interfaces for students, faculty, and administrators.",FR,Functional,0.8,,,,
REQ_002_005193,P002,Library Management System,DS002,The application shall operate on all modern web browsers with all its core functionalities.,FR,Functional,0.8,,,,
REQ_002_005194,P002,Library Management System,DS002,The application shall not slow down during peak hours and maintain consistent service quality.,FR,Functional,0.8,,,,
REQ_002_005195,P002,Library Management System,DS002,"The learning website shall implement security measures to prevent unauthorized access, modification, or deletion of data.",FR,Functional,0.8,,,,
REQ_002_005196,P002,Library Management System,DS002,The system shall provide a secure login mechanism using advanced encryption algorithms.,FR,Functional,0.8,,,,
REQ_002_005197,P002,Library Management System,DS002,"Usernames and passwords shall not be shared with anyone (students, faculty, or others).",FR,Functional,0.8,,,,
REQ_002_005198,P002,Library Management System,DS002,The system shall require customer registration for making purchases.,FR,Functional,0.8,,,,
REQ_002_005199,P002,Library Management System,DS002,The system shall allow customer login using a valid user ID and password.,FR,Functional,0.8,,,,
REQ_002_005200,P002,Library Management System,DS002,The system shall enable logged-in customers to modify their shopping cart.,FR,Functional,0.8,,,,
REQ_002_005201,P002,Library Management System,DS002,"The system shall currently support cash payments, with future expansion for credit/debit cards.",FR,Functional,0.8,,,,
REQ_002_005202,P002,Library Management System,DS002,The system shall offer a logout option for customers after shopping or browsing.,FR,Functional,0.8,,,,
REQ_002_005203,P002,Library Management System,DS002,The website shall be compatible with all browsers.,FR,Functional,0.8,,,,
REQ_002_005204,P002,Library Management System,DS002,The website shall support screen reader software for disabled users and comply with 508 standards.,FR,Functional,0.8,,,,
REQ_002_005205,P002,Library Management System,DS002,The system shall allow users to upload videos.,FR,Functional,0.8,,,,
REQ_002_005206,P002,Library Management System,DS002,The system shall allow users to search for videos using keywords or other criteria.,FR,Functional,0.8,,,,
REQ_002_005207,P002,Library Management System,DS002,The system shall allow users to view videos.,FR,Functional,0.8,,,,
REQ_002_005208,P002,Library Management System,DS002,The platform shall experience minimal to no buffering during video playback.,FR,Functional,0.8,,,,
REQ_002_005209,P002,Library Management System,DS002,"The system shall achieve high availability, ensuring videos are accessible even during potential data inconsistencies.",FR,Functional,0.8,,,,
REQ_002_005210,P002,Library Management System,DS002,The system shall maintain low latency for a responsive user experience.,NFR,Performance,1,,,,
REQ_002_005211,P002,Library Management System,DS002,Uploaded videos shall be stored reliably with no data loss. High availability takes priority over strict data consistency.,FR,Functional,0.8,,,,
REQ_002_005212,P002,Library Management System,DS002,The system shall utilize an object store (S3) for storing large video files.,FR,Functional,0.8,,,,
REQ_002_005213,P002,Library Management System,DS002,"The system shall utilize a relational database (MetadataDB) for storing structured video metadata like title, language, size, and duration.",FR,Functional,0.8,,,,
REQ_002_005214,P002,Library Management System,DS002,The system shall implement an Elasticsearch cluster to facilitate full-text search functionalities.,FR,Functional,0.8,,,,
REQ_002_005215,P002,Library Management System,DS002,"The system shall deliver videos across various devices (mobiles, PCs, TVs) by employing different video encoding formats.",FR,Functional,0.8,,,,
REQ_002_005216,P002,Library Management System,DS002,The system shall ensure video reliability through replication and geographical distribution of video files.,FR,Functional,0.8,,,,
REQ_002_005217,P002,Library Management System,DS002,The system shall utilize a video splitter to divide large video files into smaller chunks for efficient processing within the system.,FR,Functional,0.8,,,,
REQ_002_005218,P002,Library Management System,DS002,"The system shall employ an asynchronous ingestion queue (e.g., Kafka or AWS Kinesis) for processing video data.",FR,Functional,0.8,,,,
REQ_002_005219,P002,Library Management System,DS002,"The system shall leverage a Content Delivery Network (CDN) (e.g., AWS Cloudfront or Akamai CDN) to deliver videos with low latency.",NFR,Performance,1,,,,
REQ_002_005220,P002,Library Management System,DS002,"User shall be able to register by entering their name, email, and password, with successful registration if no existing user is found with the same email.",FR,Functional,0.8,,,,
REQ_002_005221,P002,Library Management System,DS002,System shall initialize username and password for user login and confirm successful login if the credentials are valid.,FR,Functional,0.8,,,,
REQ_002_005222,P002,Library Management System,DS002,"User shall receive form validation for the input of name, email, and password, with a confirmation message if the inputs are valid.",FR,Functional,0.8,,,,
REQ_002_005223,P002,Library Management System,DS002,"System shall allow users to update their profile details, including name, email, password, mobile number, address, and date of birth, with successful updates confirmed.",NFR,Performance,1,,,,
REQ_002_005224,P002,Library Management System,DS002,"User shall be able to search for flights by entering destination, boarding place, and date of journey, with a display of available flights matching the criteria.",FR,Functional,0.8,,,,
REQ_002_005225,P002,Library Management System,DS002,"System shall allow users to search for buses using destination, boarding place, and date of journey, displaying available buses according to user requirements.",FR,Functional,0.8,,,,
REQ_002_005226,P002,Library Management System,DS002,"User shall be able to search for trains by providing destination, boarding place, and date of journey, receiving a display of available trains matching the search criteria.",FR,Functional,0.8,,,,
REQ_002_005227,P002,Library Management System,DS002,"System shall enable users to search and book hotels by specifying place and date, providing a list of available hotels with cost information, and redirecting to the payment gateway when booking.",FR,Functional,0.8,,,,
REQ_002_005228,P002,Library Management System,DS002,"User shall confirm booking by selecting a mode of transport and number of travelers, with availability checked and redirection to the payment gateway if seats are available.",NFR,Performance,1,,,,
REQ_002_005229,P002,Library Management System,DS002,"System shall allow users to search and book tours by specifying place and number of travelers, providing tour plans with costs, destinations, and accommodations, with redirection to payment gateway for booking.",NFR,Performance,1,,,,
REQ_002_005230,P002,Library Management System,DS002,"User shall be able to complete payments by providing card details, with verification against the bank server and successful debits for approved transactions.",FR,Functional,0.8,,,,
REQ_002_005231,P002,Library Management System,DS002,"System shall allow users to rate and review services by providing comments on tour plans or services, with comments stored in the database and a thank you message displayed.",FR,Functional,0.8,,,,
REQ_002_005232,P002,Library Management System,DS002,"System shall provide secure access to confidential data, such as user details, by utilizing SSL encryption.",FR,Functional,0.8,,,,
REQ_002_005233,P002,Library Management System,DS002,System shall maintain 24/7 availability to ensure continuous access and service.,FR,Functional,0.8,,,,
REQ_002_005234,P002,Library Management System,DS002,System shall employ optimized component design to achieve better performance during peak usage times.,FR,Functional,0.8,,,,
REQ_002_005235,P002,Library Management System,DS002,System shall adopt a flexible service-based architecture to support future expansion and scalability.,FR,Functional,0.8,,,,
REQ_002_005236,P002,Library Management System,DS002,"The Life Insurance System shall provide registration forms for customers, agents, and employees.",FR,Functional,0.8,,,,
REQ_002_005237,P002,Library Management System,DS002,The system shall allow agents to send medical reports of customers to the verification department.,FR,Functional,0.8,,,,
REQ_002_005238,P002,Library Management System,DS002,Verification department employees shall verify and approve or disapprove applications upon receiving requests from agents.,FR,Functional,0.8,,,,
REQ_002_005239,P002,Library Management System,DS002,The system shall provide an interface for verification department employees to send status reports to finance and legal contract departments.,FR,Functional,0.8,,,,
REQ_002_005240,P002,Library Management System,DS002,The system shall provide a help link that downloads a user manual and projects it onto the screen when users encounter difficulty using the program.,FR,Functional,0.8,,,,
REQ_002_005241,P002,Library Management System,DS002,The system shall notify customers about the status of their insurance policies.,FR,Functional,0.8,,,,
REQ_002_005242,P002,Library Management System,DS002,The system shall maintain consistent security through the use of passwords.,FR,Functional,0.8,,,,
REQ_002_005243,P002,Library Management System,DS002,The system shall signal the mail message generator to send emails to customers and agents when needed.,FR,Functional,0.8,,,,
REQ_002_005244,P002,Library Management System,DS002,The system shall communicate with the database through a wireless Ethernet system.,FR,Functional,0.8,,,,
REQ_002_005245,P002,Library Management System,DS002,"The system shall not have explicit performance requirements, as server requests and responses depend on the end user's internet connection.",FR,Functional,0.8,,,,
REQ_002_005246,P002,Library Management System,DS002,The system shall provide redundant storage of all databases on automatic switchover computers to ensure reliability.,FR,Functional,0.8,,,,
REQ_002_005247,P002,Library Management System,DS002,The system shall maintain a continuously updated backup of the database to ensure reliability and stability.,FR,Functional,0.8,,,,
REQ_002_005248,P002,Library Management System,DS002,"The system shall be available at all times, allowing user access via a web browser, except during server downtime.",FR,Functional,0.8,,,,
REQ_002_005249,P002,Library Management System,DS002,"In case of hardware failure or database corruption, the system shall display a replacement page and retrieve backups from the server.",FR,Functional,0.8,,,,
REQ_002_005250,P002,Library Management System,DS002,The system shall be restarted by the administrator in the event of a failure.,FR,Functional,0.8,,,,
REQ_002_005251,P002,Library Management System,DS002,The system shall use an MVC architecture to maintain sessions for better security and performance.,FR,Functional,0.8,,,,
REQ_002_005252,P002,Library Management System,DS002,The system shall handle online payments through payment gateways using 128 SSL encryption.,FR,Functional,0.8,,,,
REQ_002_005253,P002,Library Management System,DS002,The system shall use a commercial database and an application server to maintain the database and site.,FR,Functional,0.8,,,,
REQ_002_005254,P002,Library Management System,DS002,"The system shall support re-initialization in case of failure, and its software design shall prioritize modularity for efficient maintainability.",FR,Functional,0.8,,,,
REQ_002_005255,P002,Library Management System,DS002,A sale transaction authorizes and settles the requested amount against the indicated payment method.,FR,Functional,0.5,,,,
REQ_002_005256,P002,Library Management System,DS002,The system shall receive products' IDs from the bar code reader and weight readings from the automatic weighing scale.,FR,Functional,0.8,,,,
REQ_002_005257,P002,Library Management System,DS002,"The system shall query the database for product information, calculate the total payable amount after taxes, and create a bill in printable format.",FR,Functional,0.8,,,,
REQ_002_005258,P002,Library Management System,DS002,The system shall print a formatted bill for the customer.,FR,Functional,0.8,,,,
REQ_002_005259,P002,Library Management System,DS002,"In case of a network connection error, the system shall handle the error and prevent transaction processing.",FR,Functional,0.8,,,,
REQ_002_005260,P002,Library Management System,DS002,"The manager shall view sales statistics in various formats such as pie charts, bar graphs, and tabular formats.",FR,Functional,0.8,,,,
REQ_002_005261,P002,Library Management System,DS002,The system shall accept an item identification parameter and a time period or duration as input.,FR,Functional,0.8,,,,
REQ_002_005262,P002,Library Management System,DS002,The system shall generate profit statistics based on the database's cost and selling price of the particular product for every transaction during the specified period.,FR,Functional,0.8,,,,
REQ_002_005263,P002,Library Management System,DS002,The system shall display and allow the manager to print the profit statistics in the requested format.,FR,Functional,0.8,,,,
REQ_002_005264,P002,Library Management System,DS002,The manager shall update the prices for all items available in the supermarket according to changing market prices.,FR,Functional,0.8,,,,
REQ_002_005265,P002,Library Management System,DS002,The system shall accept the product identification parameter and new price for the product as input.,FR,Functional,0.8,,,,
REQ_002_005266,P002,Library Management System,DS002,"The system shall look into the database, display product information, and update the database with the new price.",FR,Functional,0.8,,,,
REQ_002_005267,P002,Library Management System,DS002,The system shall display the product information with the updated price.,FR,Functional,0.8,,,,
REQ_002_005268,P002,Library Management System,DS002,The supermarket staff shall add new items to the inventory.,FR,Functional,0.8,,,,
REQ_002_005269,P002,Library Management System,DS002,The system shall accept the product ID and quantity of the newly arrived product as input.,FR,Functional,0.8,,,,
REQ_002_005270,P002,Library Management System,DS002,"The system shall check if the product ID exists in the inventory database and update the quantity if it does, otherwise, it shall add new product information to the database.",FR,Functional,0.8,,,,
REQ_002_005271,P002,Library Management System,DS002,The system shall display a confirmation message regarding the product ID and amount update.,FR,Functional,0.8,,,,
REQ_002_005272,P002,Library Management System,DS002,The user shall be able to experience high performance with a high-speed network and high connectivity.,FR,Functional,0.8,,,,
REQ_002_005273,P002,Library Management System,DS002,The system shall be reliable and the network connectivity in the supermarket shall be stable for smooth operations and data flow.,FR,Functional,0.8,,,,
REQ_002_005274,P002,Library Management System,DS002,The user shall have a unique login ID and password stored in the database using SHA-2 hashing algorithm for security.,FR,Functional,0.8,,,,
REQ_002_005275,P002,Library Management System,DS002,The system shall be available for use from the supermarket's opening time to its closing time.,FR,Functional,0.8,,,,
REQ_002_005276,P002,Library Management System,DS002,The user shall be able to register on the website before booking tickets.,FR,Functional,0.8,,,,
REQ_002_005277,P002,Library Management System,DS002,The user shall be able to log in to the system using a valid user ID and password to book tickets.,FR,Functional,0.8,,,,
REQ_002_005278,P002,Library Management System,DS002,The user shall be able to cancel booked tickets if they need to change their travel dates.,FR,Functional,0.8,,,,
REQ_002_005279,P002,Library Management System,DS002,"The user shall be able to choose from different secure payment options, such as debit or credit card, check, or bank draft, provided by third-party services like Paytm.",FR,Functional,0.8,,,,
REQ_002_005280,P002,Library Management System,DS002,The user shall be able to log out after booking tickets.,FR,Functional,0.8,,,,
REQ_002_005281,P002,Library Management System,DS002,The system shall generate a PDF report of all transactions and send a copy to the customer's email address and another copy to the system database for monthly transaction calculation.,FR,Functional,0.8,,,,
REQ_002_005282,P002,Library Management System,DS002,"The system shall work on a client-server architecture and require an internet server capable of running PHP applications, supporting commonly used browsers like Internet Explorer.",FR,Functional,0.8,,,,
REQ_002_005283,P002,Library Management System,DS002,"The system shall include measures of service quality, such as ease of booking, hassle-free check-in, efficient ticketing staff, regular announcements during flight delays, on-time performance, in-flight experience, baggage handling, and value for money.",FR,Functional,0.8,,,,
REQ_002_005284,P002,Library Management System,DS002,The system shall use SSL (Secure Socket Layer) for all transactions involving confidential passenger information and automatically log out customers after a period of inactivity.,FR,Functional,0.8,,,,
REQ_002_005285,P002,Library Management System,DS002,"The system shall not leave any cookies containing the user's password on the customer's computer, and back-end servers shall only be accessible to authenticated administrators.",FR,Functional,0.8,,,,
REQ_002_005286,P002,Library Management System,DS002,The system shall encrypt sensitive data before sending it over insecure connections like the internet.,FR,Functional,0.8,,,,
REQ_002_005287,P002,Library Management System,DS002,The system shall provide storage of all databases on redundant computers with automatic switchover and continuous backup maintenance and updates.,FR,Functional,0.8,,,,
REQ_002_005288,P002,Library Management System,DS002,The system's overall stability shall depend on the stability of its components and underlying operating system.,FR,Functional,0.8,,,,
REQ_002_005289,P002,Library Management System,DS002,"The system shall be available at all times, only restricted by server downtime, and show a replacement page in case of hardware failure or database corruption.",FR,Functional,0.8,,,,
REQ_002_005290,P002,Library Management System,DS002,The system shall retrieve and save database backups in case of hardware failure or database corruption and restart the service to ensure 24/7 availability.,FR,Functional,0.8,,,,
REQ_002_005291,P002,Library Management System,DS002,"The system shall use a commercial database for maintenance, with the application server taking care of the site.",FR,Functional,0.8,,,,
REQ_002_005292,P002,Library Management System,DS002,"In case of failure, the program shall re-initialize, and the software design shall support modularity for efficient maintainability.",FR,Functional,0.8,,,,
REQ_002_005293,P002,Library Management System,DS002,"The application shall be HTML and scripting language-based, allowing end users to use the system on any web browser and any hardware platform available now or in the future.",FR,Functional,0.8,,,,
REQ_002_005294,P002,Library Management System,DS002,"The system shall run on various operating systems, including Windows and Linux, and be compatible with PCs, laptops, and PDAs.",FR,Functional,0.8,,,,
REQ_002_005295,P002,Library Management System,DS002,"User shall be able to initialize parameters (t, k, m, n) and set the parameters during the initialization process.",FR,Functional,0.8,,,,
REQ_002_005296,P002,Library Management System,DS002,System shall display an initial screen if there is no software on the device.,FR,Functional,0.8,,,,
REQ_002_005297,P002,Library Management System,DS002,User shall receive an error message if the software is running out of validation and will be prevented from using extra features.,FR,Functional,0.8,,,,
REQ_002_005298,P002,Library Management System,DS002,System shall check the validity of the entered key and terminate installation if the key is invalid or expired.,FR,Functional,0.8,,,,
REQ_002_005299,P002,Library Management System,DS002,System shall read the valid serial number and linked address and initiate the authorization dialog.,NFR,Performance,1,,,,
REQ_002_005300,P002,Library Management System,DS002,System shall log the serial number in a log file.,NFR,Performance,1,,,,
REQ_002_005301,P002,Library Management System,DS002,"User shall be prompted to enter their serial key, and the system shall verify information and password with the service provider.",FR,Functional,0.8,,,,
REQ_002_005302,P002,Library Management System,DS002,System shall display an error message and terminate installation if the authorization dialog receives a negative answer from the service provider.,FR,Functional,0.8,,,,
